idade,educacao_mae,educacao_pai,tempo_estudo,tentativas_reprovacao,relacoes_familiares,tempo_livre,saida_amigos,nota1_uci,nota2_uci,resultado_uci,oulad_total_cliques,oulad_media_notas,num_avaliacoes_submetidas,nota_numeros_inteiros,nota_fracoes,nota_equacoes,nota_geometria_basica,nota_funcoes,nota_trigonometria,nota_probabilidade,nota_estatistica,genero,endereco,tamanho_familia,status_coabitacao,apoio_educacional,apoio_familia,internet_acesso,id_aluno_origem,origem_dado,code_module,code_presentation,resultado_final_curso_oulad,gender,age_band,disability
16.999999999999922,2.9999999999999885,1.9999999999999918,1.9999999999999918,0.0,3.9999999999999836,2.9999999999999885,2.9999999999999885,10.999999999999952,10.999999999999952,10.999999999999952,1418.0,66.66666666666667,3.0,6.349999999999972,6.399999999999971,5.749999999999975,6.149999999999973,5.999999999999977,7.2499999999999645,7.149999999999969,6.549999999999973,F,U,GT3,T,no,yes,yes,202635,OULAD_Agregado,AAA,2013J,Withdrawn,F,0-35,N
17.000000000000068,3.000000000000013,2.0000000000000084,2.0000000000000084,0.0,4.000000000000017,3.000000000000013,3.000000000000013,11.000000000000043,11.000000000000043,11.000000000000043,1665.0,72.2,5.0,6.3500000000000245,6.400000000000024,5.750000000000023,6.1500000000000234,6.000000000000026,7.250000000000025,7.150000000000027,6.550000000000027,F,U,GT3,T,no,yes,yes,205350,OULAD_Agregado,AAA,2013J,Pass,M,35-55,N
17.000000000000785,3.000000000000139,2.000000000000092,2.000000000000092,0.0,4.000000000000184,3.000000000000139,3.000000000000139,11.000000000000506,11.000000000000506,11.000000000000506,333.0,56.666666666666664,3.0,6.350000000000293,6.400000000000296,5.750000000000265,6.150000000000285,6.000000000000278,7.250000000000336,7.150000000000329,6.550000000000303,F,U,GT3,T,no,yes,yes,205719,OULAD_Agregado,AAA,2013J,Fail,M,0-35,Y
16.99999999999978,2.9999999999999627,1.9999999999999751,1.9999999999999751,0.0,3.9999999999999503,2.9999999999999627,2.9999999999999627,10.999999999999856,10.999999999999856,10.999999999999856,2953.0,83.6,5.0,6.349999999999918,6.399999999999918,5.749999999999927,6.149999999999921,5.999999999999925,7.249999999999904,7.149999999999909,6.549999999999918,F,U,GT3,T,no,yes,yes,227499,OULAD_Agregado,AAA,2013J,Distinction,F,35-55,N
17.000000000000146,3.0000000000000275,2.0000000000000173,2.0000000000000173,0.0,4.000000000000035,3.0000000000000275,3.0000000000000275,11.000000000000096,11.000000000000096,11.000000000000096,1205.0,62.6,5.0,6.350000000000056,6.4000000000000545,5.750000000000051,6.150000000000054,6.000000000000055,7.25000000000006,7.150000000000062,6.550000000000058,F,U,GT3,T,no,yes,yes,227517,OULAD_Agregado,AAA,2013J,Fail,M,0-35,N
17.000000000000306,3.0000000000000555,2.000000000000035,2.000000000000035,0.0,4.00000000000007,3.0000000000000555,3.0000000000000555,11.000000000000203,11.000000000000203,11.000000000000203,227.0,72.4,5.0,6.350000000000117,6.400000000000115,5.750000000000107,6.150000000000113,6.000000000000111,7.250000000000128,7.150000000000128,6.550000000000121,F,U,GT3,T,no,yes,yes,228082,OULAD_Agregado,AAA,2013J,Pass,M,0-35,N
17.000000000000437,3.0000000000000786,2.0000000000000497,2.0000000000000497,0.0,4.0000000000000995,3.0000000000000786,3.0000000000000786,11.000000000000288,11.000000000000288,11.000000000000288,445.0,61.8,5.0,6.350000000000167,6.400000000000164,5.75000000000015,6.150000000000161,6.000000000000157,7.250000000000183,7.150000000000182,6.550000000000171,F,U,GT3,T,no,yes,yes,228222,OULAD_Agregado,AAA,2013J,Pass,M,0-35,N
17.000000000000227,3.0000000000000417,2.0000000000000258,2.0000000000000258,0.0,4.0000000000000515,3.0000000000000417,3.0000000000000417,11.000000000000151,11.000000000000151,11.000000000000151,614.0,66.0,5.0,6.350000000000088,6.4000000000000865,5.75000000000008,6.150000000000086,6.0000000000000835,7.250000000000095,7.1500000000000945,6.550000000000091,F,U,GT3,T,no,yes,yes,229179,OULAD_Agregado,AAA,2013J,Pass,M,0-35,N
17.000000000000014,3.000000000000004,2.000000000000002,2.000000000000002,0.0,4.000000000000004,3.000000000000004,3.000000000000004,11.000000000000009,11.000000000000009,11.000000000000009,1215.0,78.0,5.0,6.350000000000007,6.400000000000006,5.750000000000005,6.150000000000006,6.000000000000008,7.250000000000004,7.150000000000007,6.550000000000009,F,U,GT3,T,no,yes,yes,229361,OULAD_Agregado,AAA,2013J,Pass,M,0-35,N
16.999999999999872,2.9999999999999796,1.999999999999986,1.999999999999986,0.0,3.999999999999972,2.9999999999999796,2.9999999999999796,10.999999999999917,10.999999999999917,10.999999999999917,1839.0,67.75,4.0,6.349999999999954,6.399999999999952,5.749999999999959,6.149999999999955,5.999999999999959,7.249999999999943,7.149999999999947,6.549999999999953,F,U,GT3,T,no,yes,yes,231554,OULAD_Agregado,AAA,2013J,Pass,M,0-35,N
17.00000000000103,3.0000000000001816,2.0000000000001212,2.0000000000001212,0.0,4.0000000000002425,3.0000000000001816,3.0000000000001816,11.00000000000066,11.00000000000066,11.00000000000066,190.0,65.0,1.0,6.350000000000382,6.4000000000003885,5.750000000000345,6.150000000000371,6.000000000000363,7.250000000000442,7.15000000000043,6.550000000000394,F,U,GT3,T,no,yes,yes,235507,OULAD_Agregado,AAA,2013J,Withdrawn,M,0-35,N
17.000000000000362,3.0000000000000653,2.0000000000000417,2.0000000000000417,0.0,4.0000000000000835,3.0000000000000653,3.0000000000000653,11.000000000000236,11.000000000000236,11.000000000000236,732.0,78.0,5.0,6.350000000000138,6.400000000000136,5.750000000000124,6.150000000000134,6.000000000000131,7.250000000000152,7.150000000000152,6.550000000000142,F,U,GT3,T,no,yes,yes,236284,OULAD_Agregado,AAA,2013J,Pass,M,0-35,N
16.999999999999897,2.9999999999999836,1.999999999999989,1.999999999999989,0.0,3.999999999999978,2.9999999999999836,2.9999999999999836,10.999999999999934,10.999999999999934,10.999999999999934,1935.0,79.2,5.0,6.349999999999963,6.399999999999961,5.749999999999967,6.149999999999963,5.999999999999967,7.249999999999954,7.149999999999958,6.5499999999999625,F,U,GT3,T,no,yes,yes,238007,OULAD_Agregado,AAA,2013J,Pass,M,55<=,N
17.0000000000002,3.0000000000000364,2.000000000000022,2.000000000000022,0.0,4.000000000000044,3.0000000000000364,3.0000000000000364,11.000000000000131,11.000000000000131,11.000000000000131,321.0,75.8,5.0,6.350000000000077,6.400000000000075,5.750000000000069,6.150000000000073,6.000000000000073,7.250000000000081,7.150000000000082,6.550000000000079,F,U,GT3,T,no,yes,yes,240712,OULAD_Agregado,AAA,2013J,Pass,M,0-35,N
17.000000000000323,3.000000000000058,2.000000000000036,2.000000000000036,0.0,4.000000000000072,3.000000000000058,3.000000000000058,11.000000000000211,11.000000000000211,11.000000000000211,427.0,58.4,5.0,6.350000000000123,6.40000000000012,5.750000000000111,6.1500000000001185,6.000000000000116,7.250000000000134,7.150000000000134,6.550000000000126,F,U,GT3,T,no,yes,yes,240884,OULAD_Agregado,AAA,2013J,Pass,M,0-35,N
17.000000000000085,3.0000000000000164,2.000000000000011,2.000000000000011,0.0,4.000000000000022,3.0000000000000164,3.0000000000000164,11.000000000000057,11.000000000000057,11.000000000000057,1892.0,78.8,5.0,6.350000000000033,6.400000000000033,5.750000000000031,6.1500000000000306,6.000000000000033,7.250000000000035,7.150000000000037,6.550000000000036,F,U,GT3,T,no,yes,yes,241649,OULAD_Agregado,AAA,2013J,Pass,M,35-55,N
16.999999999999506,2.9999999999999143,1.999999999999943,1.999999999999943,0.0,3.999999999999886,2.9999999999999143,2.9999999999999143,10.999999999999682,10.999999999999682,10.999999999999682,1829.0,58.6,5.0,6.349999999999816,6.399999999999815,5.749999999999835,6.149999999999824,5.999999999999829,7.249999999999787,7.149999999999794,6.549999999999812,F,U,GT3,T,no,yes,yes,241729,OULAD_Agregado,AAA,2013J,Fail,F,35-55,N
17.000000000000192,3.000000000000035,2.0000000000000218,2.0000000000000218,0.0,4.0000000000000435,3.000000000000035,3.000000000000035,11.000000000000126,11.000000000000126,11.000000000000126,658.0,77.4,5.0,6.3500000000000725,6.400000000000071,5.750000000000067,6.150000000000071,6.00000000000007,7.250000000000079,7.150000000000079,6.550000000000075,F,U,GT3,T,no,yes,yes,242793,OULAD_Agregado,AAA,2013J,Pass,M,35-55,N
17.00000000000007,3.0000000000000138,2.0000000000000075,2.0000000000000075,0.0,4.000000000000015,3.0000000000000138,3.0000000000000138,11.00000000000005,11.00000000000005,11.00000000000005,1174.0,55.6,5.0,6.350000000000028,6.400000000000026,5.750000000000026,6.150000000000028,6.0000000000000275,7.250000000000027,7.150000000000029,6.550000000000029,F,U,GT3,T,no,yes,yes,246834,OULAD_Agregado,AAA,2013J,Pass,M,35-55,N
17.0000000000001,3.0000000000000195,2.000000000000013,2.000000000000013,0.0,4.000000000000026,3.0000000000000195,3.0000000000000195,11.000000000000064,11.000000000000064,11.000000000000064,1969.0,78.4,5.0,6.350000000000038,6.400000000000038,5.7500000000000355,6.150000000000036,6.000000000000039,7.25000000000004,7.150000000000043,6.55000000000004,F,U,GT3,T,no,yes,yes,248270,OULAD_Agregado,AAA,2013J,Pass,M,0-35,N
16.999999999999673,2.999999999999944,1.9999999999999623,1.9999999999999623,0.0,3.9999999999999245,2.999999999999944,2.999999999999944,10.999999999999787,10.999999999999787,10.999999999999787,2580.0,71.4,5.0,6.349999999999878,6.399999999999877,5.74999999999989,6.149999999999882,5.999999999999888,7.249999999999857,7.149999999999863,6.549999999999876,F,U,GT3,T,no,yes,yes,255548,OULAD_Agregado,AAA,2013J,Pass,M,35-55,N
17.000000000000146,3.0000000000000266,2.0000000000000178,2.0000000000000178,0.0,4.0000000000000355,3.0000000000000266,3.0000000000000266,11.000000000000092,11.000000000000092,11.000000000000092,1481.0,76.8,5.0,6.350000000000055,6.400000000000054,5.75000000000005,6.150000000000053,6.000000000000053,7.250000000000059,7.15000000000006,6.5500000000000576,F,U,GT3,T,no,yes,yes,256815,OULAD_Agregado,AAA,2013J,Pass,M,0-35,N
17.000000000000313,3.000000000000056,2.000000000000035,2.000000000000035,0.0,4.00000000000007,3.000000000000056,3.000000000000056,11.000000000000206,11.000000000000206,11.000000000000206,844.0,58.8,5.0,6.350000000000119,6.400000000000118,5.7500000000001075,6.150000000000116,6.000000000000112,7.250000000000129,7.150000000000129,6.550000000000122,F,U,GT3,T,no,yes,yes,258392,OULAD_Agregado,AAA,2013J,Pass,F,0-35,N
16.999999999997492,2.999999999999559,1.999999999999706,1.999999999999706,0.0,3.999999999999412,2.999999999999559,2.999999999999559,10.999999999998378,10.999999999998378,10.999999999998378,4963.0,64.8,5.0,6.349999999999061,6.399999999999056,5.749999999999154,6.149999999999099,5.999999999999118,7.249999999998929,7.149999999998949,6.549999999999038,F,U,GT3,T,no,yes,yes,258894,OULAD_Agregado,AAA,2013J,Pass,F,35-55,N
17.000000000000806,3.000000000000143,2.000000000000094,2.000000000000094,0.0,4.000000000000188,3.000000000000143,3.000000000000143,11.000000000000522,11.000000000000522,11.000000000000522,426.0,57.5,3.0,6.350000000000302,6.400000000000305,5.750000000000272,6.1500000000002935,6.000000000000286,7.250000000000345,7.150000000000338,6.550000000000312,F,U,GT3,T,no,yes,yes,260355,OULAD_Agregado,AAA,2013J,Withdrawn,F,35-55,N
17.00000000000013,3.000000000000025,2.000000000000016,2.000000000000016,0.0,4.000000000000032,3.000000000000025,3.000000000000025,11.000000000000089,11.000000000000089,11.000000000000089,1066.0,71.0,5.0,6.350000000000052,6.40000000000005,5.750000000000048,6.15000000000005,6.00000000000005,7.250000000000055,7.150000000000057,6.550000000000054,F,U,GT3,T,no,yes,yes,262011,OULAD_Agregado,AAA,2013J,Pass,M,35-55,N
16.999999999999954,2.9999999999999933,1.9999999999999956,1.9999999999999956,0.0,3.999999999999991,2.9999999999999933,2.9999999999999933,10.99999999999997,10.99999999999997,10.99999999999997,2407.0,76.6,5.0,6.349999999999983,6.399999999999982,5.749999999999986,6.1499999999999835,5.999999999999987,7.249999999999977,7.149999999999981,6.549999999999985,F,U,GT3,T,no,yes,yes,262934,OULAD_Agregado,AAA,2013J,Pass,F,35-55,N
16.999999999998906,2.999999999999809,1.9999999999998725,1.9999999999998725,0.0,3.999999999999745,2.999999999999809,2.999999999999809,10.999999999999293,10.999999999999293,10.999999999999293,3210.0,74.6,5.0,6.349999999999592,6.39999999999959,5.749999999999632,6.149999999999608,5.999999999999618,7.249999999999533,7.149999999999543,6.5499999999995815,F,U,GT3,T,no,yes,yes,268073,OULAD_Agregado,AAA,2013J,Fail,M,35-55,N
17.000000000001034,3.0000000000001825,2.0000000000001217,2.0000000000001217,0.0,4.000000000000243,3.0000000000001825,3.0000000000001825,11.000000000000663,11.000000000000663,11.000000000000663,188.0,43.0,2.0,6.350000000000384,6.400000000000391,5.7500000000003455,6.150000000000373,6.000000000000365,7.250000000000444,7.150000000000433,6.550000000000397,F,U,GT3,T,no,yes,yes,268733,OULAD_Agregado,AAA,2013J,Withdrawn,M,0-35,N
16.999999999998625,2.999999999999759,1.9999999999998392,1.9999999999998392,0.0,3.9999999999996785,2.999999999999759,2.999999999999759,10.999999999999112,10.999999999999112,10.999999999999112,3348.0,76.4,5.0,6.349999999999486,6.3999999999994825,5.749999999999536,6.1499999999995065,5.999999999999518,7.249999999999412,7.149999999999423,6.549999999999473,F,U,GT3,T,no,yes,yes,271251,OULAD_Agregado,AAA,2013J,Pass,M,35-55,N
16.999999999999936,2.9999999999999907,1.9999999999999938,1.9999999999999938,0.0,3.9999999999999876,2.9999999999999907,2.9999999999999907,10.99999999999996,10.99999999999996,10.99999999999996,2016.0,67.66666666666667,3.0,6.349999999999979,6.399999999999977,5.749999999999981,6.149999999999978,5.999999999999981,7.249999999999972,7.1499999999999755,6.5499999999999785,F,U,GT3,T,no,yes,yes,277880,OULAD_Agregado,AAA,2013J,Withdrawn,F,0-35,N
16.99999999999999,2.9999999999999996,1.9999999999999996,1.9999999999999996,0.0,3.999999999999999,2.9999999999999996,2.9999999999999996,10.999999999999995,10.999999999999995,10.999999999999995,1183.0,79.2,5.0,6.349999999999998,6.399999999999996,5.749999999999998,6.149999999999997,5.999999999999999,7.249999999999993,7.149999999999996,6.549999999999998,F,U,GT3,T,no,yes,yes,279572,OULAD_Agregado,AAA,2013J,Distinction,M,0-35,N
17.000000000000373,3.0000000000000666,2.0000000000000426,2.0000000000000426,0.0,4.000000000000085,3.0000000000000666,3.0000000000000666,11.000000000000243,11.000000000000243,11.000000000000243,492.0,73.4,5.0,6.350000000000141,6.40000000000014,5.750000000000128,6.150000000000136,6.000000000000133,7.250000000000155,7.150000000000155,6.550000000000146,F,U,GT3,T,no,yes,yes,281022,OULAD_Agregado,AAA,2013J,Pass,F,0-35,N
17.0000000000002,3.0000000000000373,2.000000000000022,2.000000000000022,0.0,4.000000000000044,3.0000000000000373,3.0000000000000373,11.000000000000135,11.000000000000135,11.000000000000135,130.0,55.4,5.0,6.350000000000078,6.400000000000076,5.750000000000071,6.150000000000076,6.000000000000075,7.250000000000083,7.150000000000083,6.550000000000081,F,U,GT3,T,no,yes,yes,281250,OULAD_Agregado,AAA,2013J,Fail,M,35-55,N
17.00000000000089,3.0000000000001577,2.0000000000001052,2.0000000000001052,0.0,4.0000000000002105,3.0000000000001577,3.0000000000001577,11.000000000000574,11.000000000000574,11.000000000000574,59.0,0.0,0.0,6.350000000000336,6.400000000000336,5.750000000000298,6.150000000000322,6.000000000000315,7.250000000000384,7.1500000000003805,6.5500000000003515,F,U,GT3,T,no,yes,yes,281589,OULAD_Agregado,AAA,2013J,Fail,M,0-35,N
16.999999999999396,2.9999999999998948,1.9999999999999298,1.9999999999999298,0.0,3.9999999999998597,2.9999999999998948,2.9999999999998948,10.99999999999961,10.99999999999961,10.99999999999961,1961.0,60.6,5.0,6.349999999999774,6.399999999999772,5.749999999999797,6.149999999999783,5.9999999999997895,7.24999999999974,7.149999999999746,6.54999999999977,F,U,GT3,T,no,yes,yes,282821,OULAD_Agregado,AAA,2013J,Pass,M,35-55,N
17.000000000000217,3.00000000000004,2.0000000000000253,2.0000000000000253,0.0,4.000000000000051,3.00000000000004,3.00000000000004,11.000000000000142,11.000000000000142,11.000000000000142,1046.0,71.0,5.0,6.350000000000083,6.400000000000081,5.750000000000075,6.1500000000000785,6.00000000000008,7.25000000000009,7.150000000000091,6.550000000000086,F,U,GT3,T,no,yes,yes,286488,OULAD_Agregado,AAA,2013J,Pass,M,35-55,N
17.000000000000362,3.000000000000065,2.000000000000041,2.000000000000041,0.0,4.000000000000082,3.000000000000065,3.000000000000065,11.000000000000236,11.000000000000236,11.000000000000236,483.0,67.8,5.0,6.350000000000137,6.400000000000135,5.750000000000124,6.150000000000134,6.00000000000013,7.25000000000015,7.1500000000001505,6.550000000000141,F,U,GT3,T,no,yes,yes,287548,OULAD_Agregado,AAA,2013J,Pass,M,0-35,N
16.999999999999954,2.999999999999993,1.9999999999999951,1.9999999999999951,0.0,3.9999999999999902,2.999999999999993,2.999999999999993,10.999999999999966,10.999999999999966,10.999999999999966,1740.0,70.4,5.0,6.349999999999983,6.399999999999981,5.749999999999985,6.149999999999983,5.999999999999986,7.249999999999976,7.14999999999998,6.549999999999984,F,U,GT3,T,no,yes,yes,290201,OULAD_Agregado,AAA,2013J,Pass,M,0-35,N
17.000000000000238,3.000000000000043,2.0000000000000266,2.0000000000000266,0.0,4.000000000000053,3.000000000000043,3.000000000000043,11.000000000000156,11.000000000000156,11.000000000000156,652.0,75.0,5.0,6.35000000000009,6.400000000000089,5.750000000000083,6.150000000000087,6.000000000000086,7.250000000000099,7.150000000000098,6.550000000000093,F,U,GT3,T,no,yes,yes,290757,OULAD_Agregado,AAA,2013J,Pass,M,0-35,N
16.999999999997545,2.9999999999995683,1.9999999999997125,1.9999999999997125,0.0,3.999999999999425,2.9999999999995683,2.9999999999995683,10.999999999998412,10.999999999998412,10.999999999998412,5231.0,83.6,5.0,6.349999999999082,6.399999999999077,5.749999999999172,6.149999999999118,5.999999999999137,7.249999999998952,7.149999999998971,6.549999999999058,F,U,GT3,T,no,yes,yes,291334,OULAD_Agregado,AAA,2013J,Distinction,M,35-55,N
17.00000000000082,3.0000000000001443,2.0000000000000964,2.0000000000000964,0.0,4.000000000000193,3.0000000000001443,3.0000000000001443,11.000000000000528,11.000000000000528,11.000000000000528,0.0,0.0,0.0,6.350000000000309,6.4000000000003086,5.750000000000274,6.150000000000295,6.000000000000289,7.250000000000353,7.1500000000003485,6.550000000000323,F,U,GT3,T,no,yes,yes,292923,OULAD_Agregado,AAA,2013J,Withdrawn,F,35-55,N
17.000000000000387,3.0000000000000697,2.000000000000044,2.000000000000044,0.0,4.000000000000088,3.0000000000000697,3.0000000000000697,11.000000000000254,11.000000000000254,11.000000000000254,187.0,46.75,4.0,6.350000000000147,6.400000000000146,5.750000000000132,6.1500000000001425,6.000000000000139,7.2500000000001625,7.150000000000161,6.550000000000151,F,U,GT3,T,no,yes,yes,293699,OULAD_Agregado,AAA,2013J,Pass,M,0-35,N
17.00000000000002,3.000000000000006,2.000000000000004,2.000000000000004,0.0,4.000000000000008,3.000000000000006,3.000000000000006,11.000000000000016,11.000000000000016,11.000000000000016,1775.0,78.2,5.0,6.35000000000001,6.400000000000008,5.75000000000001,6.150000000000008,6.000000000000012,7.250000000000008,7.150000000000011,6.550000000000012,F,U,GT3,T,no,yes,yes,294570,OULAD_Agregado,AAA,2013J,Pass,M,55<=,N
17.0000000000003,3.000000000000054,2.0000000000000333,2.0000000000000333,0.0,4.000000000000067,3.000000000000054,3.000000000000054,11.000000000000197,11.000000000000197,11.000000000000197,865.0,52.8,5.0,6.350000000000114,6.400000000000112,5.750000000000103,6.1500000000001105,6.000000000000108,7.250000000000124,7.150000000000124,6.550000000000118,F,U,GT3,T,no,yes,yes,294594,OULAD_Agregado,AAA,2013J,Pass,M,0-35,N
17.000000000000394,3.0000000000000706,2.000000000000045,2.000000000000045,0.0,4.00000000000009,3.0000000000000706,3.0000000000000706,11.00000000000026,11.00000000000026,11.00000000000026,709.0,50.2,5.0,6.350000000000151,6.400000000000148,5.750000000000137,6.150000000000146,6.000000000000141,7.250000000000165,7.150000000000165,6.550000000000155,F,U,GT3,T,no,yes,yes,295741,OULAD_Agregado,AAA,2013J,Fail,M,35-55,N
16.99999999999994,2.9999999999999907,1.9999999999999938,1.9999999999999938,0.0,3.9999999999999876,2.9999999999999907,2.9999999999999907,10.99999999999996,10.99999999999996,10.99999999999996,2152.0,86.8,5.0,6.349999999999977,6.399999999999976,5.7499999999999805,6.149999999999977,5.999999999999981,7.249999999999972,7.1499999999999755,6.549999999999978,F,U,GT3,T,no,yes,yes,296332,OULAD_Agregado,AAA,2013J,Distinction,M,55<=,N
17.00000000000036,3.0000000000000644,2.0000000000000413,2.0000000000000413,0.0,4.000000000000083,3.0000000000000644,3.0000000000000644,11.000000000000234,11.000000000000234,11.000000000000234,514.0,80.8,5.0,6.3500000000001355,6.4000000000001345,5.7500000000001235,6.15000000000013,6.000000000000129,7.250000000000149,7.150000000000149,6.55000000000014,F,U,GT3,T,no,yes,yes,298696,OULAD_Agregado,AAA,2013J,Pass,F,0-35,N
17.000000000000075,3.000000000000015,2.0000000000000098,2.0000000000000098,0.0,4.0000000000000195,3.000000000000015,3.000000000000015,11.000000000000048,11.000000000000048,11.000000000000048,1997.0,78.8,5.0,6.35000000000003,6.400000000000029,5.750000000000027,6.150000000000028,6.00000000000003,7.250000000000029,7.150000000000034,6.550000000000032,F,U,GT3,T,no,yes,yes,300398,OULAD_Agregado,AAA,2013J,Pass,M,35-55,N
17.000000000000476,3.0000000000000853,2.000000000000055,2.000000000000055,0.0,4.00000000000011,3.0000000000000853,3.0000000000000853,11.000000000000309,11.000000000000309,11.000000000000309,513.0,58.666666666666664,3.0,6.350000000000179,6.40000000000018,5.750000000000162,6.1500000000001736,6.0000000000001705,7.2500000000002025,7.150000000000198,6.550000000000185,F,U,GT3,T,no,yes,yes,302302,OULAD_Agregado,AAA,2013J,Fail,F,0-35,N
17.00000000000111,3.0000000000001954,2.0000000000001306,2.0000000000001306,0.0,4.000000000000261,3.0000000000001954,3.0000000000001954,11.00000000000071,11.00000000000071,11.00000000000071,146.0,64.0,1.0,6.350000000000412,6.400000000000418,5.75000000000037,6.1500000000004,6.000000000000391,7.250000000000475,7.150000000000464,6.550000000000424,F,U,GT3,T,no,yes,yes,305152,OULAD_Agregado,AAA,2013J,Fail,M,0-35,N
17.00000000000011,3.0000000000000204,2.0000000000000138,2.0000000000000138,0.0,4.0000000000000275,3.0000000000000204,3.0000000000000204,11.000000000000071,11.000000000000071,11.000000000000071,1277.0,78.0,5.0,6.350000000000041,6.40000000000004,5.750000000000038,6.150000000000039,6.000000000000041,7.2500000000000435,7.1500000000000465,6.550000000000044,F,U,GT3,T,no,yes,yes,305386,OULAD_Agregado,AAA,2013J,Pass,M,0-35,Y
17.000000000000792,3.00000000000014,2.0000000000000937,2.0000000000000937,0.0,4.000000000000187,3.00000000000014,3.00000000000014,11.00000000000051,11.00000000000051,11.00000000000051,68.0,0.0,0.0,6.350000000000299,6.400000000000301,5.750000000000265,6.150000000000286,6.00000000000028,7.25000000000034,7.150000000000339,6.5500000000003125,F,U,GT3,T,no,yes,yes,305539,OULAD_Agregado,AAA,2013J,Withdrawn,F,0-35,N
17.000000000000167,3.0000000000000306,2.000000000000018,2.000000000000018,0.0,4.000000000000036,3.0000000000000306,3.0000000000000306,11.000000000000112,11.000000000000112,11.000000000000112,987.0,58.2,5.0,6.3500000000000645,6.400000000000062,5.750000000000058,6.1500000000000625,6.000000000000061,7.250000000000068,7.150000000000069,6.550000000000066,F,U,GT3,T,no,yes,yes,306107,OULAD_Agregado,AAA,2013J,Pass,M,35-55,N
17.000000000000007,3.0000000000000027,2.0000000000000018,2.0000000000000018,0.0,4.0000000000000036,3.0000000000000027,3.0000000000000027,11.000000000000004,11.000000000000004,11.000000000000004,1220.0,82.0,5.0,6.350000000000004,6.400000000000003,5.7500000000000036,6.150000000000004,6.000000000000005,7.250000000000001,7.150000000000004,6.550000000000005,F,U,GT3,T,no,yes,yes,306466,OULAD_Agregado,AAA,2013J,Pass,M,35-55,N
16.999999999998806,2.9999999999997913,1.9999999999998606,1.9999999999998606,0.0,3.999999999999721,2.9999999999997913,2.9999999999997913,10.999999999999229,10.999999999999229,10.999999999999229,2742.0,62.6,5.0,6.349999999999554,6.399999999999551,5.749999999999598,6.149999999999572,5.999999999999583,7.24999999999949,7.1499999999995,6.549999999999542,F,U,GT3,T,no,yes,yes,306897,OULAD_Agregado,AAA,2013J,Pass,F,0-35,N
17.000000000000128,3.000000000000024,2.0000000000000155,2.0000000000000155,0.0,4.000000000000031,3.000000000000024,3.000000000000024,11.000000000000082,11.000000000000082,11.000000000000082,1081.0,81.2,5.0,6.350000000000049,6.400000000000047,5.750000000000044,6.1500000000000465,6.000000000000048,7.2500000000000515,7.150000000000054,6.5500000000000504,F,U,GT3,T,no,yes,yes,307061,OULAD_Agregado,AAA,2013J,Pass,F,0-35,N
16.99999999999969,2.999999999999947,1.999999999999965,1.999999999999965,0.0,3.99999999999993,2.999999999999947,2.999999999999947,10.999999999999801,10.999999999999801,10.999999999999801,1476.0,60.0,4.0,6.349999999999886,6.399999999999885,5.749999999999898,6.14999999999989,5.999999999999894,7.249999999999867,7.149999999999872,6.549999999999884,F,U,GT3,T,no,yes,yes,307866,OULAD_Agregado,AAA,2013J,Pass,M,0-35,N
16.999999999999105,2.9999999999998432,1.999999999999896,1.999999999999896,0.0,3.999999999999792,2.9999999999998432,2.9999999999998432,10.999999999999421,10.999999999999421,10.999999999999421,2230.0,59.2,5.0,6.349999999999667,6.399999999999664,5.749999999999699,6.14999999999968,5.9999999999996865,7.249999999999616,7.1499999999996255,6.549999999999659,F,U,GT3,T,no,yes,yes,311917,OULAD_Agregado,AAA,2013J,Pass,M,55<=,N
16.999999999997588,2.999999999999576,1.9999999999997173,1.9999999999997173,0.0,3.9999999999994347,2.999999999999576,2.999999999999576,10.99999999999844,10.99999999999844,10.99999999999844,12882.0,87.8,5.0,6.349999999999097,6.399999999999093,5.749999999999186,6.1499999999991335,5.999999999999152,7.24999999999897,7.149999999998989,6.549999999999074,F,U,GT3,T,no,yes,yes,312537,OULAD_Agregado,AAA,2013J,Distinction,M,55<=,N
17.000000000000227,3.000000000000042,2.0000000000000253,2.0000000000000253,0.0,4.000000000000051,3.000000000000042,3.000000000000042,11.000000000000155,11.000000000000155,11.000000000000155,281.0,61.8,5.0,6.350000000000089,6.4000000000000865,5.75000000000008,6.150000000000086,6.000000000000084,7.250000000000095,7.150000000000095,6.550000000000091,F,U,GT3,T,no,yes,yes,312782,OULAD_Agregado,AAA,2013J,Pass,M,0-35,N
17.000000000000107,3.0000000000000204,2.000000000000013,2.000000000000013,0.0,4.000000000000026,3.0000000000000204,3.0000000000000204,11.00000000000007,11.00000000000007,11.00000000000007,1281.0,66.6,5.0,6.3500000000000405,6.40000000000004,5.750000000000037,6.1500000000000385,6.000000000000041,7.250000000000043,7.150000000000046,6.5500000000000425,F,U,GT3,T,no,yes,yes,318933,OULAD_Agregado,AAA,2013J,Pass,F,0-35,N
16.999999999997627,2.9999999999995826,1.9999999999997218,1.9999999999997218,0.0,3.9999999999994436,2.9999999999995826,2.9999999999995826,10.999999999998465,10.999999999998465,10.999999999998465,6589.0,78.4,5.0,6.3499999999991115,6.399999999999107,5.749999999999199,6.149999999999147,5.999999999999165,7.249999999998986,7.149999999999005,6.5499999999990886,F,U,GT3,T,no,yes,yes,319047,OULAD_Agregado,AAA,2013J,Pass,F,0-35,N
